Vendedor,País,Produto,Data,Valor,Caixas Enviadas,Valor_por_Caixa,Ano,Mes
Mallorie Waber,USA,85% Dark Bars,2022-05-11,2632.0,108,24.37037037037037,2022,5
Mallorie Waber,USA,Eclairs,2022-03-22,6328.0,51,124.07843137254902,2022,3
Dennison Crosswaite,Canada,Spicy Special Slims,2022-08-10,2527.0,216,11.699074074074074,2022,8
Dennison Crosswaite,USA,Fruit & Nut Bars,2022-05-04,1414.0,318,4.446540880503145,2022,5
Kelci Walkden,USA,99% Dark & Pure,2022-08-18,7714.0,238,32.411764705882355,2022,8
Dotty Strutley,Canada,Raspberry Choco,2022-08-03,4347.0,238,18.264705882352942,2022,8
Marney O'Breen,New Zealand,Milk Bars,2022-01-14,7490.0,315,23.77777777777778,2022,1
Madelene Upcott,Australia,Choco Coated Almonds,2022-04-08,2058.0,72,28.583333333333332,2022,4
Kelci Walkden,UK,Orange Choco,2022-08-01,3640.0,3,1213.3333333333333,2022,8
Dennison Crosswaite,Canada,Eclairs,2022-03-15,455.0,45,10.11111111111111,2022,3
Karlen McCaffrey,India,Mint Chip Choco,2022-07-15,10990.0,184,59.72826086956522,2022,7
Barr Faughny,New Zealand,Almond Choco,2022-01-13,5558.0,127,43.76377952755905,2022,1
Mallorie Waber,Australia,85% Dark Bars,2022-08-26,2541.0,53,47.943396226415096,2022,8
Ches Bonnell,Canada,Eclairs,2022-01-10,1876.0,172,10.906976744186046,2022,1
Gigi Bohling,Australia,White Choc,2022-05-11,5523.0,87,63.48275862068966,2022,5
Beverie Moffet,New Zealand,85% Dark Bars,2022-08-30,11200.0,22,509.09090909090907,2022,8
Kaine Padly,USA,Caramel Stuffed Bars,2022-07-21,5593.0,122,45.84426229508197,2022,7
Mallorie Waber,Australia,Almond Choco,2022-08-01,7882.0,125,63.056,2022,8
Brien Boise,Canada,85% Dark Bars,2022-02-17,10241.0,259,39.54054054054054,2022,2
Brien Boise,Australia,Drinking Coco,2022-07-27,6832.0,156,43.794871794871796,2022,7
Dotty Strutley,USA,Orange Choco,2022-02-23,1379.0,107,12.88785046728972,2022,2
Rafaelita Blaksland,Australia,50% Dark Bites,2022-03-22,3010.0,40,75.25,2022,3
Dennison Crosswaite,India,99% Dark & Pure,2022-06-23,6888.0,311,22.14790996784566,2022,6
Curtice Advani,UK,White Choc,2022-02-01,1540.0,73,21.095890410958905,2022,2
Kelci Walkden,Australia,After Nines,2022-03-02,6916.0,288,24.01388888888889,2022,3
Gigi Bohling,UK,Fruit & Nut Bars,2022-04-06,1232.0,86,14.325581395348838,2022,4
Gunar Cockshoot,Australia,Raspberry Choco,2022-03-17,602.0,72,8.36111111111111,2022,3
Curtice Advani,UK,Fruit & Nut Bars,2022-06-24,10927.0,136,80.34558823529412,2022,6
Barr Faughny,Canada,50% Dark Bites,2022-07-19,10185.0,303,33.613861386138616,2022,7
Curtice Advani,USA,Spicy Special Slims,2022-07-11,1603.0,264,6.071969696969697,2022,7
Brien Boise,India,Almond Choco,2022-01-13,2170.0,218,9.954128440366972,2022,1
Oby Sorrel,New Zealand,Smooth Sliky Salty,2022-07-07,8673.0,60,144.55,2022,7
Jan Morforth,India,85% Dark Bars,2022-05-25,4760.0,418,11.38755980861244,2022,5
Marney O'Breen,India,Fruit & Nut Bars,2022-04-13,4753.0,151,31.47682119205298,2022,4
Andria Kimpton,New Zealand,50% Dark Bites,2022-03-02,3374.0,202,16.702970297029704,2022,3
Gunar Cockshoot,Canada,Raspberry Choco,2022-06-23,2058.0,126,16.333333333333332,2022,6
Kelci Walkden,USA,Drinking Coco,2022-07-26,6454.0,160,40.3375,2022,7
Van Tuxwell,Canada,White Choc,2022-03-22,420.0,3,140.0,2022,3
Rafaelita Blaksland,USA,Baker's Choco Chips,2022-06-09,2863.0,58,49.36206896551724,2022,6
Van Tuxwell,Australia,Caramel Stuffed Bars,2022-05-17,5936.0,59,100.61016949152543,2022,5
Ches Bonnell,New Zealand,Peanut Butter Cubes,2022-03-04,889.0,273,3.2564102564102564,2022,3
Kelci Walkden,Canada,Milk Bars,2022-07-07,16016.0,28,572.0,2022,7
Dennison Crosswaite,Canada,Choco Coated Almonds,2022-01-13,10479.0,118,88.80508474576271,2022,1
Curtice Advani,Australia,Almond Choco,2022-07-13,2912.0,75,38.82666666666667,2022,7
Madelene Upcott,Australia,85% Dark Bars,2022-06-16,1575.0,329,4.787234042553192,2022,6
Gigi Bohling,UK,50% Dark Bites,2022-07-18,8197.0,69,118.79710144927536,2022,7
Ches Bonnell,UK,Manuka Honey Choco,2022-05-30,4221.0,395,10.686075949367089,2022,5
Gigi Bohling,UK,70% Dark Bites,2022-06-21,840.0,81,10.37037037037037,2022,6
Jehu Rudeforth,Australia,Peanut Butter Cubes,2022-06-24,5691.0,38,149.76315789473685,2022,6
Marney O'Breen,India,Eclairs,2022-01-13,3472.0,96,36.166666666666664,2022,1
Curtice Advani,Canada,Fruit & Nut Bars,2022-04-04,4193.0,195,21.502564102564104,2022,4
Kaine Padly,UK,Smooth Sliky Salty,2022-06-08,9016.0,554,16.27436823104693,2022,6
Karlen McCaffrey,Canada,Spicy Special Slims,2022-08-02,6328.0,47,134.63829787234042,2022,8
Kelci Walkden,USA,Organic Choco Syrup,2022-07-21,9870.0,152,64.9342105263158,2022,7
Curtice Advani,India,Spicy Special Slims,2022-06-20,161.0,134,1.2014925373134329,2022,6
Roddy Speechley,India,After Nines,2022-06-22,2576.0,112,23.0,2022,6
Camilla Castle,Australia,Caramel Stuffed Bars,2022-05-02,3178.0,16,198.625,2022,5
Curtice Advani,Australia,99% Dark & Pure,2022-01-07,4676.0,84,55.666666666666664,2022,1
Mallorie Waber,UK,50% Dark Bites,2022-02-21,5502.0,99,55.57575757575758,2022,2
Ches Bonnell,Canada,Baker's Choco Chips,2022-03-21,7462.0,371,20.11320754716981,2022,3
Van Tuxwell,UK,Drinking Coco,2022-04-04,5803.0,136,42.669117647058826,2022,4
Gunar Cockshoot,Canada,Fruit & Nut Bars,2022-03-24,13888.0,203,68.41379310344827,2022,3
Gunar Cockshoot,New Zealand,Spicy Special Slims,2022-06-28,6867.0,183,37.52459016393443,2022,6
Gunar Cockshoot,Australia,Drinking Coco,2022-01-14,2317.0,195,11.882051282051282,2022,1
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2022-02-07,1218.0,135,9.022222222222222,2022,2
Dennison Crosswaite,New Zealand,Drinking Coco,2022-01-11,4109.0,197,20.85786802030457,2022,1
Jehu Rudeforth,India,99% Dark & Pure,2022-02-25,1953.0,242,8.070247933884298,2022,2
Dotty Strutley,Australia,Mint Chip Choco,2022-08-01,6790.0,25,271.6,2022,8
Roddy Speechley,Australia,Mint Chip Choco,2022-05-05,6797.0,252,26.97222222222222,2022,5
Madelene Upcott,New Zealand,Raspberry Choco,2022-05-18,9226.0,415,22.23132530120482,2022,5
Dotty Strutley,New Zealand,Choco Coated Almonds,2022-01-04,5733.0,348,16.474137931034484,2022,1
Roddy Speechley,New Zealand,50% Dark Bites,2022-05-09,4312.0,211,20.436018957345972,2022,5
Rafaelita Blaksland,India,Smooth Sliky Salty,2022-05-06,1638.0,81,20.22222222222222,2022,5
Husein Augar,UK,White Choc,2022-01-13,10815.0,145,74.58620689655173,2022,1
Roddy Speechley,Australia,Almond Choco,2022-06-24,4466.0,74,60.351351351351354,2022,6
Van Tuxwell,USA,Caramel Stuffed Bars,2022-02-14,987.0,21,47.0,2022,2
Camilla Castle,Australia,99% Dark & Pure,2022-01-18,4669.0,101,46.227722772277225,2022,1
Kaine Padly,India,Milk Bars,2022-05-02,2905.0,91,31.923076923076923,2022,5
Ches Bonnell,Australia,Smooth Sliky Salty,2022-05-16,7490.0,54,138.7037037037037,2022,5
Mallorie Waber,USA,Almond Choco,2022-01-28,6986.0,368,18.983695652173914,2022,1
Kaine Padly,Canada,99% Dark & Pure,2022-06-24,1288.0,409,3.1491442542787285,2022,6
Oby Sorrel,UK,After Nines,2022-07-18,2345.0,104,22.548076923076923,2022,7
Gunar Cockshoot,UK,Eclairs,2022-04-13,3619.0,164,22.067073170731707,2022,4
Dotty Strutley,USA,Caramel Stuffed Bars,2022-04-15,16982.0,76,223.44736842105263,2022,4
Jan Morforth,India,Peanut Butter Cubes,2022-01-04,8092.0,178,45.46067415730337,2022,1
Husein Augar,Australia,Eclairs,2022-07-04,6993.0,31,225.58064516129033,2022,7
Beverie Moffet,USA,Smooth Sliky Salty,2022-03-24,2317.0,352,6.582386363636363,2022,3
Camilla Castle,Australia,Manuka Honey Choco,2022-03-17,637.0,169,3.769230769230769,2022,3
Oby Sorrel,Australia,Almond Choco,2022-02-15,6034.0,223,27.05829596412556,2022,2
Jan Morforth,USA,Orange Choco,2022-06-29,980.0,146,6.712328767123288,2022,6
Gigi Bohling,USA,Fruit & Nut Bars,2022-05-24,2821.0,112,25.1875,2022,5
Mallorie Waber,UK,Milk Bars,2022-01-10,3563.0,284,12.545774647887324,2022,1
Curtice Advani,USA,Raspberry Choco,2022-03-15,2996.0,139,21.553956834532375,2022,3
Marney O'Breen,Canada,Milk Bars,2022-02-08,2436.0,309,7.883495145631068,2022,2
Brien Boise,India,Caramel Stuffed Bars,2022-02-25,1540.0,100,15.4,2022,2
Gunar Cockshoot,USA,Eclairs,2022-05-03,6916.0,42,164.66666666666666,2022,5
Roddy Speechley,USA,Fruit & Nut Bars,2022-06-14,5509.0,24,229.54166666666666,2022,6
Gunar Cockshoot,India,50% Dark Bites,2022-08-09,12992.0,83,156.53012048192772,2022,8
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2022-07-11,3724.0,234,15.914529914529915,2022,7
Kaine Padly,UK,Manuka Honey Choco,2022-01-14,7133.0,118,60.44915254237288,2022,1
Van Tuxwell,Canada,Manuka Honey Choco,2022-02-24,8617.0,46,187.32608695652175,2022,2
Wilone O'Kielt,New Zealand,Almond Choco,2022-03-15,9198.0,144,63.875,2022,3
Oby Sorrel,New Zealand,Baker's Choco Chips,2022-04-25,11823.0,47,251.5531914893617,2022,4
Dennison Crosswaite,Australia,Organic Choco Syrup,2022-05-10,5775.0,41,140.85365853658536,2022,5
Marney O'Breen,Australia,Spicy Special Slims,2022-06-23,13125.0,275,47.72727272727273,2022,6
Beverie Moffet,Canada,Smooth Sliky Salty,2022-02-28,14287.0,370,38.61351351351351,2022,2
Brien Boise,USA,Organic Choco Syrup,2022-05-25,16233.0,138,117.6304347826087,2022,5
Roddy Speechley,New Zealand,Baker's Choco Chips,2022-02-22,5313.0,215,24.711627906976744,2022,2
Van Tuxwell,UK,85% Dark Bars,2022-07-11,3577.0,134,26.69402985074627,2022,7
Marney O'Breen,Canada,Spicy Special Slims,2022-01-03,3528.0,336,10.5,2022,1
Rafaelita Blaksland,New Zealand,70% Dark Bites,2022-08-24,679.0,280,2.425,2022,8
Beverie Moffet,USA,50% Dark Bites,2022-07-28,2450.0,352,6.9602272727272725,2022,7
Brien Boise,USA,Mint Chip Choco,2022-05-25,10577.0,150,70.51333333333334,2022,5
Karlen McCaffrey,New Zealand,Eclairs,2022-05-06,2597.0,177,14.67231638418079,2022,5
Barr Faughny,India,Drinking Coco,2022-01-28,2219.0,142,15.626760563380282,2022,1
Marney O'Breen,UK,Orange Choco,2022-06-06,11319.0,12,943.25,2022,6
Brien Boise,New Zealand,Baker's Choco Chips,2022-07-12,5978.0,24,249.08333333333334,2022,7
Ches Bonnell,Canada,Spicy Special Slims,2022-08-05,5327.0,183,29.10928961748634,2022,8
Brien Boise,USA,Orange Choco,2022-01-28,6020.0,147,40.95238095238095,2022,1
Kaine Padly,India,Spicy Special Slims,2022-08-31,5614.0,137,40.97810218978102,2022,8
Mallorie Waber,USA,50% Dark Bites,2022-04-19,1736.0,13,133.53846153846155,2022,4
Mallorie Waber,UK,Mint Chip Choco,2022-06-29,6384.0,2,3192.0,2022,6
Beverie Moffet,India,Choco Coated Almonds,2022-02-24,3577.0,261,13.704980842911878,2022,2
Madelene Upcott,UK,Smooth Sliky Salty,2022-03-04,14539.0,84,173.08333333333334,2022,3
Gigi Bohling,India,Eclairs,2022-06-21,3493.0,68,51.36764705882353,2022,6
Rafaelita Blaksland,Australia,Organic Choco Syrup,2022-01-26,994.0,105,9.466666666666667,2022,1
Oby Sorrel,New Zealand,White Choc,2022-06-10,4361.0,40,109.025,2022,6
Andria Kimpton,UK,Drinking Coco,2022-05-23,1554.0,65,23.907692307692308,2022,5
Kelci Walkden,India,Milk Bars,2022-04-15,966.0,107,9.02803738317757,2022,4
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,2022-01-31,5334.0,227,23.497797356828194,2022,1
Andria Kimpton,New Zealand,Organic Choco Syrup,2022-03-04,4935.0,39,126.53846153846153,2022,3
Barr Faughny,New Zealand,After Nines,2022-04-19,10024.0,84,119.33333333333333,2022,4
Beverie Moffet,UK,Almond Choco,2022-05-16,2506.0,100,25.06,2022,5
Oby Sorrel,Australia,Raspberry Choco,2022-02-17,1043.0,120,8.691666666666666,2022,2
Dennison Crosswaite,USA,Raspberry Choco,2022-01-18,6524.0,257,25.3852140077821,2022,1
Roddy Speechley,Canada,Orange Choco,2022-02-09,8148.0,85,95.85882352941177,2022,2
Mallorie Waber,Canada,Orange Choco,2022-03-23,3577.0,178,20.09550561797753,2022,3
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2022-02-01,3374.0,151,22.344370860927153,2022,2
Mallorie Waber,India,Drinking Coco,2022-03-07,3948.0,142,27.802816901408452,2022,3
Ches Bonnell,UK,White Choc,2022-01-03,3269.0,226,14.464601769911505,2022,1
Ches Bonnell,USA,White Choc,2022-02-11,5271.0,341,15.457478005865102,2022,2
Dennison Crosswaite,New Zealand,Orange Choco,2022-03-16,4571.0,140,32.65,2022,3
Dotty Strutley,India,White Choc,2022-08-15,12327.0,330,37.35454545454545,2022,8
Gigi Bohling,India,Manuka Honey Choco,2022-05-12,4935.0,73,67.6027397260274,2022,5
Van Tuxwell,India,Spicy Special Slims,2022-04-11,6167.0,4,1541.75,2022,4
Jan Morforth,New Zealand,Mint Chip Choco,2022-06-30,18340.0,285,64.35087719298245,2022,6
Dotty Strutley,New Zealand,White Choc,2022-06-15,7014.0,60,116.9,2022,6
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2022-08-01,7119.0,101,70.48514851485149,2022,8
Kaine Padly,USA,Milk Bars,2022-06-15,15491.0,58,267.08620689655174,2022,6
Brien Boise,India,After Nines,2022-06-16,5747.0,45,127.71111111111111,2022,6
Oby Sorrel,New Zealand,Raspberry Choco,2022-05-13,4550.0,281,16.19217081850534,2022,5
Dennison Crosswaite,USA,Drinking Coco,2022-05-10,2191.0,138,15.876811594202898,2022,5
Oby Sorrel,India,Eclairs,2022-08-25,5663.0,322,17.58695652173913,2022,8
Ches Bonnell,New Zealand,Organic Choco Syrup,2022-07-15,7623.0,85,89.68235294117648,2022,7
Gigi Bohling,UK,Baker's Choco Chips,2022-05-16,9023.0,409,22.061124694376527,2022,5
Jan Morforth,Australia,50% Dark Bites,2022-06-14,3402.0,182,18.692307692307693,2022,6
Beverie Moffet,Australia,Smooth Sliky Salty,2022-01-25,10507.0,467,22.498929336188436,2022,1
Ches Bonnell,USA,Organic Choco Syrup,2022-07-28,7721.0,14,551.5,2022,7
Brien Boise,Canada,Mint Chip Choco,2022-01-28,5033.0,178,28.275280898876403,2022,1
Kaine Padly,UK,Orange Choco,2022-06-29,1960.0,191,10.261780104712042,2022,6
Karlen McCaffrey,Australia,70% Dark Bites,2022-06-24,238.0,317,0.750788643533123,2022,6
Gunar Cockshoot,Canada,Mint Chip Choco,2022-07-01,7756.0,410,18.917073170731708,2022,7
Roddy Speechley,USA,Peanut Butter Cubes,2022-02-25,1736.0,137,12.671532846715328,2022,2
Curtice Advani,Canada,Smooth Sliky Salty,2022-08-01,2660.0,12,221.66666666666666,2022,8
Oby Sorrel,Australia,Milk Bars,2022-06-21,7672.0,254,30.20472440944882,2022,6
Camilla Castle,New Zealand,Spicy Special Slims,2022-01-25,11564.0,24,481.8333333333333,2022,1
Gigi Bohling,UK,Milk Bars,2022-05-17,1365.0,232,5.883620689655173,2022,5
Andria Kimpton,Australia,85% Dark Bars,2022-08-23,4186.0,233,17.965665236051503,2022,8
Camilla Castle,Australia,Smooth Sliky Salty,2022-03-03,7406.0,118,62.76271186440678,2022,3
Roddy Speechley,India,Caramel Stuffed Bars,2022-05-30,8911.0,543,16.410681399631677,2022,5
Karlen McCaffrey,USA,Drinking Coco,2022-06-29,112.0,223,0.5022421524663677,2022,6
Andria Kimpton,Canada,Organic Choco Syrup,2022-01-04,8204.0,204,40.21568627450981,2022,1
Jehu Rudeforth,Australia,Drinking Coco,2022-01-14,2611.0,65,40.16923076923077,2022,1
Karlen McCaffrey,USA,Mint Chip Choco,2022-02-15,15652.0,53,295.3207547169811,2022,2
Curtice Advani,New Zealand,Spicy Special Slims,2022-01-10,4074.0,469,8.686567164179104,2022,1
Madelene Upcott,USA,White Choc,2022-05-04,12250.0,213,57.51173708920188,2022,5
Andria Kimpton,USA,Spicy Special Slims,2022-05-23,2366.0,5,473.2,2022,5
Barr Faughny,New Zealand,Fruit & Nut Bars,2022-04-26,1687.0,147,11.476190476190476,2022,4
Oby Sorrel,Canada,Organic Choco Syrup,2022-07-05,1232.0,74,16.64864864864865,2022,7
Madelene Upcott,UK,Organic Choco Syrup,2022-07-21,6965.0,163,42.73006134969325,2022,7
Dotty Strutley,USA,Mint Chip Choco,2022-02-21,5292.0,248,21.338709677419356,2022,2
Kelci Walkden,USA,Orange Choco,2022-02-03,1379.0,138,9.992753623188406,2022,2
Gigi Bohling,Australia,Caramel Stuffed Bars,2022-07-08,8001.0,151,52.98675496688742,2022,7
Mallorie Waber,India,50% Dark Bites,2022-05-31,588.0,139,4.23021582733813,2022,5
Van Tuxwell,New Zealand,Mint Chip Choco,2022-06-27,4046.0,103,39.28155339805825,2022,6
Van Tuxwell,India,50% Dark Bites,2022-05-13,5103.0,129,39.55813953488372,2022,5
Van Tuxwell,USA,Manuka Honey Choco,2022-05-31,2317.0,102,22.715686274509803,2022,5
Wilone O'Kielt,USA,Orange Choco,2022-02-28,7042.0,37,190.32432432432432,2022,2
Barr Faughny,New Zealand,Eclairs,2022-03-28,6713.0,31,216.5483870967742,2022,3
Gigi Bohling,USA,After Nines,2022-01-14,1848.0,227,8.140969162995594,2022,1
Barr Faughny,New Zealand,Mint Chip Choco,2022-02-21,6440.0,145,44.41379310344828,2022,2
Dennison Crosswaite,Canada,85% Dark Bars,2022-08-01,10885.0,90,120.94444444444444,2022,8
Beverie Moffet,New Zealand,Smooth Sliky Salty,2022-05-19,2387.0,59,40.45762711864407,2022,5
Husein Augar,USA,White Choc,2022-07-13,2030.0,60,33.833333333333336,2022,7
Andria Kimpton,Australia,Peanut Butter Cubes,2022-04-20,6678.0,148,45.12162162162162,2022,4
Dennison Crosswaite,India,85% Dark Bars,2022-06-30,4515.0,22,205.22727272727272,2022,6
Curtice Advani,UK,50% Dark Bites,2022-03-08,3374.0,142,23.760563380281692,2022,3
Gunar Cockshoot,USA,Fruit & Nut Bars,2022-03-09,5852.0,93,62.924731182795696,2022,3
Oby Sorrel,Canada,Raspberry Choco,2022-06-16,1750.0,208,8.413461538461538,2022,6
Gigi Bohling,UK,Drinking Coco,2022-06-30,5782.0,42,137.66666666666666,2022,6
Kelci Walkden,India,Mint Chip Choco,2022-07-28,2870.0,120,23.916666666666668,2022,7
Karlen McCaffrey,Canada,Peanut Butter Cubes,2022-08-12,3094.0,159,19.459119496855347,2022,8
Barr Faughny,UK,Mint Chip Choco,2022-07-07,3724.0,316,11.784810126582279,2022,7
Barr Faughny,USA,85% Dark Bars,2022-08-25,12761.0,47,271.51063829787233,2022,8
Husein Augar,Canada,Eclairs,2022-01-17,3696.0,233,15.86266094420601,2022,1
Jan Morforth,Australia,70% Dark Bites,2022-03-04,5222.0,384,13.598958333333334,2022,3
Marney O'Breen,New Zealand,Fruit & Nut Bars,2022-08-25,8939.0,4,2234.75,2022,8
Ches Bonnell,UK,Peanut Butter Cubes,2022-04-15,2156.0,260,8.292307692307693,2022,4
Kaine Padly,USA,Organic Choco Syrup,2022-03-11,2380.0,22,108.18181818181819,2022,3
Camilla Castle,USA,Raspberry Choco,2022-05-20,3339.0,18,185.5,2022,5
Brien Boise,New Zealand,Manuka Honey Choco,2022-06-14,14980.0,42,356.6666666666667,2022,6
Jehu Rudeforth,New Zealand,After Nines,2022-04-14,1512.0,73,20.71232876712329,2022,4
Jehu Rudeforth,USA,Smooth Sliky Salty,2022-07-07,6657.0,154,43.22727272727273,2022,7
Madelene Upcott,India,Mint Chip Choco,2022-08-24,3836.0,71,54.028169014084504,2022,8
Jehu Rudeforth,India,Eclairs,2022-02-24,8771.0,127,69.06299212598425,2022,2
Karlen McCaffrey,Canada,Raspberry Choco,2022-05-09,651.0,224,2.90625,2022,5
Kaine Padly,Australia,70% Dark Bites,2022-02-08,6706.0,223,30.071748878923767,2022,2
Roddy Speechley,UK,70% Dark Bites,2022-03-24,1421.0,284,5.003521126760563,2022,3
Rafaelita Blaksland,USA,Drinking Coco,2022-06-20,8526.0,73,116.79452054794521,2022,6
Mallorie Waber,Canada,Manuka Honey Choco,2022-03-07,1435.0,112,12.8125,2022,3
Kaine Padly,Australia,Fruit & Nut Bars,2022-06-20,7434.0,85,87.45882352941176,2022,6
Oby Sorrel,New Zealand,Organic Choco Syrup,2022-02-17,15316.0,270,56.72592592592593,2022,2
Madelene Upcott,UK,99% Dark & Pure,2022-01-26,10479.0,45,232.86666666666667,2022,1
Madelene Upcott,Australia,Mint Chip Choco,2022-05-02,2751.0,153,17.980392156862745,2022,5
Curtice Advani,Canada,99% Dark & Pure,2022-07-07,12586.0,7,1798.0,2022,7
Rafaelita Blaksland,Australia,Baker's Choco Chips,2022-08-22,2786.0,51,54.627450980392155,2022,8
Karlen McCaffrey,Australia,After Nines,2022-08-11,2303.0,67,34.37313432835821,2022,8
Marney O'Breen,UK,99% Dark & Pure,2022-01-13,8113.0,194,41.81958762886598,2022,1
Gunar Cockshoot,Australia,50% Dark Bites,2022-03-02,12271.0,116,105.78448275862068,2022,3
Marney O'Breen,Australia,Choco Coated Almonds,2022-07-27,11298.0,41,275.5609756097561,2022,7
Kelci Walkden,New Zealand,Drinking Coco,2022-03-10,15855.0,111,142.83783783783784,2022,3
Beverie Moffet,USA,85% Dark Bars,2022-08-23,12404.0,334,37.137724550898206,2022,8
Roddy Speechley,USA,Eclairs,2022-04-25,3990.0,155,25.741935483870968,2022,4
Dennison Crosswaite,UK,Milk Bars,2022-03-07,10808.0,407,26.555282555282556,2022,3
Wilone O'Kielt,UK,Organic Choco Syrup,2022-07-12,4858.0,52,93.42307692307692,2022,7
Madelene Upcott,USA,Orange Choco,2022-05-16,7742.0,138,56.10144927536232,2022,5
Gunar Cockshoot,India,Smooth Sliky Salty,2022-03-02,3752.0,70,53.6,2022,3
Marney O'Breen,New Zealand,85% Dark Bars,2022-05-30,1218.0,149,8.174496644295303,2022,5
Marney O'Breen,UK,Manuka Honey Choco,2022-06-10,10983.0,179,61.357541899441344,2022,6
Brien Boise,USA,99% Dark & Pure,2022-07-25,6769.0,353,19.175637393767705,2022,7
Beverie Moffet,New Zealand,Mint Chip Choco,2022-06-09,4361.0,97,44.95876288659794,2022,6
Dennison Crosswaite,USA,Milk Bars,2022-05-12,777.0,60,12.95,2022,5
Gunar Cockshoot,USA,Drinking Coco,2022-05-09,3843.0,5,768.6,2022,5
Brien Boise,Canada,Manuka Honey Choco,2022-08-09,6930.0,182,38.07692307692308,2022,8
Van Tuxwell,India,Choco Coated Almonds,2022-04-13,5733.0,114,50.28947368421053,2022,4
Andria Kimpton,USA,Caramel Stuffed Bars,2022-05-02,8393.0,46,182.45652173913044,2022,5
Dotty Strutley,USA,99% Dark & Pure,2022-08-09,3822.0,320,11.94375,2022,8
Camilla Castle,Australia,Raspberry Choco,2022-08-23,6342.0,178,35.62921348314607,2022,8
Gunar Cockshoot,India,Spicy Special Slims,2022-05-13,6510.0,170,38.294117647058826,2022,5
Karlen McCaffrey,USA,Manuka Honey Choco,2022-02-01,10171.0,67,151.80597014925374,2022,2
Camilla Castle,USA,50% Dark Bites,2022-06-23,5908.0,301,19.627906976744185,2022,6
Madelene Upcott,UK,Choco Coated Almonds,2022-05-24,10164.0,134,75.85074626865672,2022,5
Jan Morforth,Canada,Mint Chip Choco,2022-04-01,1064.0,211,5.042654028436019,2022,4
Camilla Castle,Canada,70% Dark Bites,2022-07-27,9716.0,151,64.34437086092716,2022,7
Ches Bonnell,India,Peanut Butter Cubes,2022-01-27,22050.0,208,106.00961538461539,2022,1
Jan Morforth,India,Choco Coated Almonds,2022-08-12,2541.0,134,18.96268656716418,2022,8
